kernel,distribution,size_bytes,candidate,correct,median_ns,min_ns,mad_ns,ci_lo_ns,ci_hi_ns,cycles_per_elem,speedup_vs_orig
k43_sum_ascii,all_equal,4096,chunked,1,89.7,89.3,0.2,89.3,90.1,0.07,0.336
k43_sum_ascii,all_equal,4096,swar,1,152.2,151.4,0.3,151.4,152.7,0.12,0.570
k43_sum_ascii,all_equal,4096,sse2,1,68.3,67.5,0.2,67.5,69.5,0.05,0.256
k43_sum_ascii,all_equal,4096,avx2,1,37.4,37.1,0.2,37.1,38.2,0.03,0.140
k43_sum_ascii,all_equal,4096,multi,1,34.3,34.1,0.1,34.1,35.0,0.03,0.129
k43_sum_ascii,all_equal,65536,orig,1,4279.4,4270.1,8.0,4270.1,4312.2,0.21,1.000
k43_sum_ascii,all_equal,65536,scalar,1,4276.8,4264.5,4.8,4264.5,4299.3,0.21,0.999
k43_sum_ascii,all_equal,65536,chunked,1,1362.3,1360.2,2.1,1360.2,1376.4,0.07,0.318
k43_sum_ascii,all_equal,65536,swar,1,2379.5,2370.0,2.6,2370.0,2399.5,0.12,0.556
k43_sum_ascii,all_equal,65536,sse2,1,1161.9,1157.3,4.3,1157.3,1182.7,0.06,0.272
k43_sum_ascii,all_equal,65536,avx2,1,649.5,647.5,1.7,647.5,663.9,0.03,0.152
k43_sum_ascii,all_equal,65536,multi,1,651.4,645.6,3.4,645.6,664.6,0.03,0.152
k50_count_masked,zero_match,16,orig,1,2.2,2.2,0.0,2.2,2.4,0.43,1.000
k50_count_masked,zero_match,16,scalar,1,2.9,2.9,0.0,2.9,3.0,0.58,1.349
k50_count_masked,zero_match,16,chunked,1,5.0,4.9,0.1,4.9,5.4,1.00,2.313
k50_count_masked,zero_match,16,swar,1,2.0,2.0,0.0,2.0,2.2,0.41,0.943
k50_count_masked,zero_match,16,sse2,1,1.3,1.2,0.0,1.2,1.5,0.25,0.582
k50_count_masked,zero_match,16,avx2,1,1.4,1.4,0.0,1.4,1.5,0.28,0.635
k50_count_masked,zero_match,16,multi,1,2.9,2.9,0.1,2.9,3.1,0.59,1.358
k50_count_masked,zero_match,17,orig,1,2.2,2.2,0.0,2.2,2.4,0.41,1.000
k50_count_masked,zero_match,17,scalar,1,2.9,2.9,0.0,2.9,3.1,0.54,1.321
k50_count_masked,zero_match,17,chunked,1,5.3,5.3,0.1,5.3,5.4,1.00,2.440
k50_count_masked,zero_match,17,swar,1,2.1,2.0,0.0,2.0,2.4,0.39,0.956
k50_count_masked,zero_match,17,sse2,1,1.3,1.3,0.0,1.3,1.4,0.25,0.616
k50_count_masked,zero_match,17,avx2,1,1.6,1.6,0.0,1.6,1.9,0.30,0.739
k50_count_masked,zero_match,17,multi,1,3.0,2.9,0.1,2.9,3.5,0.57,1.389
k50_count_masked,zero_match,31,orig,1,5.4,5.3,0.0,5.3,5.6,0.56,1.000
k50_count_masked,zero_match,31,scalar,1,5.8,5.7,0.1,5.7,6.0,0.60,1.066
k50_count_masked,zero_match,31,chunked,1,5.9,5.8,0.1,5.8,6.2,0.61,1.087
k50_count_masked,zero_match,31,swar,1,3.9,3.8,0.0,3.8,4.4,0.40,0.712
k50_count_masked,zero_match,31,sse2,1,5.0,4.9,0.1,4.9,8.9,0.51,0.918
k50_count_masked,zero_match,31,avx2,1,5.1,5.0,0.1,5.0,10.1,0.53,0.946
k50_count_masked,zero_match,31,multi,1,5.5,5.4,0.1,5.4,5.9,0.57,1.025
k50_count_masked,zero_match,32,orig,1,2.4,2.3,0.0,2.3,2.5,0.24,1.000
k50_count_masked,zero_match,32,scalar,1,3.1,3.0,0.0,3.0,3.1,0.31,1.298
k50_count_masked,zero_match,32,chunked,1,2.7,2.7,0.0,2.7,3.9,0.27,1.162
k50_count_masked,zero_match,32,swar,1,3.0,2.9,0.1,2.9,3.4,0.30,1.281
k50_count_masked,zero_match,32,sse2,1,1.4,1.4,0.0,1.4,1.6,0.14,0.596
k50_count_masked,zero_match,32,avx2,1,1.4,1.3,0.0,1.3,1.5,0.14,0.594
k50_count_masked,zero_match,32,multi,1,1.4,1.4,0.0,1.4,1.6,0.14,0.596
k50_count_masked,zero_match,33,orig,1,2.4,2.4,0.0,2.4,2.6,0.24,1.000
k50_count_masked,zero_match,33,scalar,1,3.1,3.1,0.0,3.1,3.2,0.30,1.255
k50_count_masked,zero_match,33,chunked,1,3.0,2.9,0.0,2.9,3.1,0.29,1.228
k50_count_masked,zero_match,33,swar,1,3.0,2.8,0.0,2.8,3.1,0.29,1.231
k50_count_masked,zero_match,33,sse2,1,1.6,1.6,0.0,1.6,1.7,0.16,0.658
k50_count_masked,zero_match,33,avx2,1,1.6,1.6,0.0,1.6,1.7,0.16,0.673
k50_count_masked,zero_match,33,multi,1,1.7,1.7,0.0,1.7,1.8,0.16,0.682
k50_count_masked,zero_match,63,orig,1,7.4,7.3,0.1,7.3,8.7,0.37,1.000
k50_count_masked,zero_match,63,scalar,1,8.3,8.1,0.1,8.1,8.4,0.42,1.129
k50_count_masked,zero_match,63,chunked,1,7.7,7.5,0.1,7.5,8.0,0.39,1.044
k50_count_masked,zero_match,63,swar,1,5.6,5.5,0.1,5.5,6.4,0.29,0.761
k50_count_masked,zero_match,63,sse2,1,5.8,5.6,0.1,5.6,6.4,0.29,0.784
k50_count_masked,zero_match,63,avx2,1,5.3,5.3,0.0,5.3,8.4,0.27,0.723
k50_count_masked,zero_match,63,multi,1,5.4,5.4,0.0,5.4,5.8,0.27,0.734
k50_count_masked,zero_match,64,orig,1,4.5,4.4,0.1,4.4,5.4,0.22,1.000
k50_count_masked,zero_match,64,scalar,1,5.4,5.3,0.1,5.3,5.9,0.27,1.208
k50_count_masked,zero_match,64,chunked,1,4.2,4.1,0.0,4.1,4.4,0.21,0.936
k50_count_masked,zero_match,64,swar,1,4.3,4.3,0.0,4.3,4.5,0.21,0.957
k50_count_masked,zero_match,64,sse2,1,1.9,1.9,0.0,1.9,2.2,0.10,0.434
k50_count_masked,zero_match,64,avx2,1,1.6,1.6,0.0,1.6,1.7,0.08,0.351
k50_count_masked,zero_match,64,multi,1,1.6,1.6,0.0,1.6,1.8,0.08,0.351
k50_count_masked,zero_match,65,orig,1,4.4,4.4,0.0,4.4,5.8,0.22,1.000
k50_count_masked,zero_match,65,scalar,1,5.3,5.3,0.0,5.3,5.5,0.26,1.202
k50_count_masked,zero_match,65,chunked,1,4.2,4.1,0.1,4.1,4.8,0.21,0.947
k50_count_masked,zero_match,65,swar,1,4.3,4.3,0.1,4.3,4.8,0.21,0.978
k50_count_masked,zero_match,65,sse2,1,2.1,2.0,0.0,2.0,2.6,0.10,0.462
k50_count_masked,zero_match,65,avx2,1,1.8,1.7,0.0,1.7,2.6,0.09,0.398
k50_count_masked,zero_match,65,multi,1,1.9,1.7,0.1,1.7,2.3,0.09,0.422
k50_count_masked,zero_match,256,orig,1,17.1,16.9,0.1,16.9,18.0,0.21,1.000
k50_count_masked,zero_match,256,scalar,1,18.4,18.3,0.1,18.3,18.8,0.23,1.075
k50_count_masked,zero_match,256,chunked,1,14.9,14.8,0.0,14.8,15.1,0.19,0.873
k50_count_masked,zero_match,256,swar,1,19.4,19.3,0.0,19.3,19.5,0.24,1.132
k50_count_masked,zero_match,256,sse2,1,5.7,5.6,0.0,5.6,5.8,0.07,0.334
k50_count_masked,zero_match,256,avx2,1,3.3,3.2,0.0,3.2,3.5,0.04,0.191
k50_count_masked,zero_match,256,multi,1,3.2,3.1,0.0,3.1,3.3,0.04,0.187
k50_count_masked,zero_match,4096,orig,1,271.8,269.9,0.8,269.9,277.0,0.21,1.000
k50_count_masked,zero_match,4096,scalar,1,270.7,270.1,0.5,270.1,274.2,0.21,0.996
k50_count_masked,zero_match,4096,chunked,1,231.9,230.5,1.2,230.5,239.0,0.18,0.853
k50_count_masked,zero_match,4096,swar,1,218.9,217.2,0.5,217.2,223.3,0.17,0.805
k50_count_masked,zero_match,4096,sse2,1,71.5,70.7,0.7,70.7,72.8,0.06,0.263
k50_count_masked,zero_match,4096,avx2,1,51.8,51.5,0.3,51.5,53.2,0.04,0.191
k50_count_masked,zero_match,4096,multi,1,39.3,38.5,0.5,38.5,40.8,0.03,0.144
k50_count_masked,zero_match,65536,orig,1,4341.9,4317.6,8.3,4317.6,4460.2,0.21,1.000
k50_count_masked,zero_match,65536,scalar,1,4323.2,4313.6,7.8,4313.6,4370.3,0.21,0.996
k50_count_masked,zero_match,65536,chunked,1,3661.6,3651.1,5.7,3651.1,3688.8,0.18,0.843
k50_count_masked,zero_match,65536,swar,1,3494.1,3473.9,9.1,3473.9,3522.5,0.17,0.805
k50_count_masked,zero_match,65536,sse2,1,1127.4,1117.0,5.3,1117.0,1139.4,0.06,0.260
k50_count_masked,zero_match,65536,avx2,1,767.5,765.0,2.0,765.0,778.1,0.04,0.177
k50_count_masked,zero_match,65536,multi,1,667.3,662.0,2.4,662.0,673.3,0.03,0.154
k50_count_masked,low_match,16,orig,1,2.2,2.2,0.0,2.2,2.7,0.44,1.000
k50_count_masked,low_match,16,scalar,1,3.0,2.9,0.0,2.9,3.1,0.59,1.359
k50_count_masked,low_match,16,chunked,1,5.0,4.9,0.1,4.9,5.5,1.00,2.309
k50_count_masked,low_match,16,swar,1,2.0,2.0,0.0,2.0,2.2,0.41,0.939
k50_count_masked,low_match,16,sse2,1,1.3,1.2,0.0,1.2,1.3,0.26,0.586
k50_count_masked,low_match,16,avx2,1,1.4,1.4,0.0,1.4,1.5,0.28,0.645
k50_count_masked,low_match,16,multi,1,3.0,2.9,0.1,2.9,3.2,0.60,1.385
k50_count_masked,low_match,17,orig,1,2.2,2.2,0.0,2.2,2.3,0.41,1.000
k50_count_masked,low_match,17,scalar,1,2.9,2.9,0.0,2.9,3.0,0.54,1.327
k50_count_masked,low_match,17,chunked,1,5.3,5.3,0.0,5.3,6.1,0.99,2.424
k50_count_masked,low_match,17,swar,1,2.1,2.0,0.0,2.0,2.2,0.40,0.968
k50_count_masked,low_match,17,sse2,1,1.4,1.3,0.0,1.3,1.5,0.26,0.636
k50_count_masked,low_match,17,avx2,1,1.6,1.6,0.0,1.6,1.9,0.31,0.752
k50_count_masked,low_match,17,multi,1,3.0,2.9,0.1,2.9,3.1,0.56,1.365
k50_count_masked,low_match,31,orig,1,5.4,5.4,0.0,5.4,5.5,0.56,1.000
k50_count_masked,low_match,31,scalar,1,5.8,5.7,0.1,5.7,5.9,0.60,1.071
k50_count_masked,low_match,31,chunked,1,5.9,5.8,0.1,5.8,6.4,0.61,1.095
k50_count_masked,low_match,31,swar,1,4.0,3.8,0.0,3.8,4.1,0.41,0.729
k50_count_masked,low_match,31,sse2,1,4.9,4.9,0.0,4.9,5.1,0.51,0.906
k50_count_masked,low_match,31,avx2,1,5.1,5.0,0.0,5.0,5.2,0.53,0.948
k50_count_masked,low_match,31,multi,1,5.5,5.4,0.0,5.4,5.6,0.56,1.009
k50_count_masked,low_match,32,orig,1,2.3,2.3,0.0,2.3,2.5,0.23,1.000
k50_count_masked,low_match,32,scalar,1,3.0,3.0,0.0,3.0,3.2,0.30,1.291
k50_count_masked,low_match,32,chunked,1,2.8,2.7,0.0,2.7,2.9,0.28,1.190
k50_count_masked,low_match,32,swar,1,3.0,3.0,0.0,3.0,3.3,0.30,1.288
k50_count_masked,low_match,32,sse2,1,1.4,1.4,0.0,1.4,1.5,0.14,0.590
k50_count_masked,low_match,32,avx2,1,1.4,1.4,0.0,1.4,1.5,0.14,0.598
k50_count_masked,low_match,32,multi,1,1.4,1.4,0.0,1.4,1.4,0.14,0.599
k50_count_masked,low_match,33,orig,1,2.5,2.4,0.0,2.4,2.6,0.24,1.000
k50_count_masked,low_match,33,scalar,1,3.1,3.1,0.0,3.1,3.3,0.30,1.277
k50_count_masked,low_match,33,chunked,1,3.0,2.9,0.0,2.9,3.2,0.29,1.227
k50_count_masked,low_match,33,swar,1,3.0,3.0,0.0,3.0,3.1,0.29,1.234
k50_count_masked,low_match,33,sse2,1,1.6,1.6,0.0,1.6,1.8,0.16,0.662
k50_count_masked,low_match,33,avx2,1,1.6,1.6,0.0,1.6,1.7,0.16,0.668
k50_count_masked,low_match,33,multi,1,1.6,1.6,0.0,1.6,1.7,0.16,0.668
k50_count_masked,low_match,63,orig,1,7.4,7.2,0.1,7.2,7.7,0.37,1.000
k50_count_masked,low_match,63,scalar,1,8.0,8.0,0.0,8.0,8.2,0.41,1.093
k50_count_masked,low_match,63,chunked,1,7.4,7.3,0.1,7.3,8.2,0.38,1.009
k50_count_masked,low_match,63,swar,1,5.5,5.4,0.0,5.4,5.5,0.28,0.742
k50_count_masked,low_match,63,sse2,1,5.6,5.4,0.1,5.4,5.7,0.28,0.762
k50_count_masked,low_match,63,avx2,1,5.4,5.3,0.0,5.3,5.6,0.27,0.732
k50_count_masked,low_match,63,multi,1,5.5,5.4,0.0,5.4,5.6,0.28,0.747
k50_count_masked,low_match,64,orig,1,4.5,4.4,0.0,4.4,4.6,0.22,1.000
k50_count_masked,low_match,64,scalar,1,5.4,5.3,0.0,5.3,5.8,0.27,1.202
k50_count_masked,low_match,64,chunked,1,4.2,4.1,0.0,4.1,4.4,0.21,0.935
k50_count_masked,low_match,64,swar,1,4.4,4.3,0.0,4.3,4.6,0.22,0.991
k50_count_masked,low_match,64,sse2,1,2.0,1.9,0.0,1.9,2.3,0.10,0.447
k50_count_masked,low_match,64,avx2,1,1.5,1.5,0.0,1.5,1.8,0.08,0.346
k50_count_masked,low_match,64,multi,1,1.6,1.5,0.0,1.5,1.7,0.08,0.355
k50_count_masked,low_match,65,orig,1,4.5,4.4,0.0,4.4,5.2,0.22,1.000
k50_count_masked,low_match,65,scalar,1,5.3,5.3,0.0,5.3,5.5,0.26,1.190
k50_count_masked,low_match,65,chunked,1,4.2,4.1,0.0,4.1,4.5,0.21,0.946
k50_count_masked,low_match,65,swar,1,4.5,4.3,0.0,4.3,4.6,0.22,1.012
k50_count_masked,low_match,65,sse2,1,2.1,2.1,0.0,2.1,2.3,0.10,0.471
k50_count_masked,low_match,65,avx2,1,1.8,1.7,0.1,1.7,2.0,0.09,0.412
k50_count_masked,low_match,65,multi,1,1.9,1.8,0.0,1.8,2.0,0.09,0.420
k50_count_masked,low_match,256,orig,1,17.0,16.9,0.0,16.9,17.8,0.21,1.000
k50_count_masked,low_match,256,scalar,1,18.4,18.3,0.1,18.3,18.6,0.23,1.083
k50_count_masked,low_match,256,chunked,1,15.0,14.8,0.1,14.8,15.6,0.19,0.880
k50_count_masked,low_match,256,swar,1,19.5,19.4,0.1,19.4,20.9,0.24,1.144
k50_count_masked,low_match,256,sse2,1,5.7,5.6,0.1,5.6,6.0,0.07,0.333
k50_count_masked,low_match,256,avx2,1,3.3,3.1,0.1,3.1,3.4,0.04,0.194
k50_count_masked,low_match,256,multi,1,3.3,3.2,0.0,3.2,3.4,0.04,0.193
k50_count_masked,low_match,4096,orig,1,270.0,269.2,0.5,269.2,270.9,0.21,1.000
k50_count_masked,low_match,4096,scalar,1,271.7,270.4,0.6,270.4,275.3,0.21,1.006
k50_count_masked,low_match,4096,chunked,1,232.0,231.2,0.4,231.2,233.1,0.18,0.859
k50_count_masked,low_match,4096,swar,1,288.6,287.7,0.5,287.7,291.2,0.23,1.069
k50_count_masked,low_match,4096,sse2,1,71.5,70.6,0.7,70.6,73.7,0.06,0.265
k50_count_masked,low_match,4096,avx2,1,51.4,51.3,0.0,51.3,52.9,0.04,0.190
k50_count_masked,low_match,4096,multi,1,39.3,38.8,0.3,38.8,41.2,0.03,0.146
k50_count_masked,low_match,65536,orig,1,4344.7,4312.4,5.4,4312.4,4381.8,0.21,1.000
k50_count_masked,low_match,65536,scalar,1,4319.8,4305.5,10.0,4305.5,4350.1,0.21,0.994
k50_count_masked,low_match,65536,chunked,1,3665.3,3653.8,5.3,3653.8,3677.3,0.18,0.844
k50_count_masked,low_match,65536,swar,1,6433.8,6346.0,64.8,6346.0,6958.9,0.31,1.481
k50_count_masked,low_match,65536,sse2,1,1132.8,1111.0,2.9,1111.0,1170.6,0.06,0.261
k50_count_masked,low_match,65536,avx2,1,766.9,765.8,0.4,765.8,768.5,0.04,0.177
k50_count_masked,low_match,65536,multi,1,659.9,658.4,0.4,658.4,689.2,0.03,0.152
k50_count_masked,quarter_match,16,orig,1,2.2,2.2,0.0,2.2,2.4,0.43,1.000
k50_count_masked,quarter_match,16,scalar,1,2.9,2.9,0.0,2.9,3.1,0.59,1.354
k50_count_masked,quarter_match,16,chunked,1,5.0,4.9,0.0,4.9,5.1,0.99,2.286
k50_count_masked,quarter_match,16,swar,1,2.2,2.2,0.0,2.2,2.4,0.45,1.029
k50_count_masked,quarter_match,16,sse2,1,1.2,1.2,0.0,1.2,1.3,0.25,0.576
k50_count_masked,quarter_match,16,avx2,1,1.4,1.4,0.0,1.4,1.9,0.28,0.636
k50_count_masked,quarter_match,16,multi,1,2.9,2.9,0.0,2.9,3.0,0.59,1.359
k50_count_masked,quarter_match,17,orig,1,2.2,2.2,0.0,2.2,2.2,0.41,1.000
k50_count_masked,quarter_match,17,scalar,1,2.9,2.9,0.0,2.9,3.0,0.54,1.323
k50_count_masked,quarter_match,17,chunked,1,5.3,5.2,0.0,5.2,5.4,0.99,2.414
k50_count_masked,quarter_match,17,swar,1,2.3,2.2,0.0,2.2,2.5,0.43,1.039
k50_count_masked,quarter_match,17,sse2,1,1.3,1.3,0.0,1.3,1.4,0.25,0.608
k50_count_masked,quarter_match,17,avx2,1,1.6,1.6,0.0,1.6,1.6,0.30,0.720
k50_count_masked,quarter_match,17,multi,1,3.0,2.9,0.0,2.9,3.1,0.56,1.358
k50_count_masked,quarter_match,31,orig,1,5.4,5.4,0.0,5.4,5.9,0.56,1.000
k50_count_masked,quarter_match,31,scalar,1,5.8,5.7,0.0,5.7,5.9,0.59,1.061
k50_count_masked,quarter_match,31,chunked,1,5.8,5.8,0.0,5.8,6.5,0.60,1.072
k50_count_masked,quarter_match,31,swar,1,4.2,4.2,0.0,4.2,4.7,0.43,0.776
k50_count_masked,quarter_match,31,sse2,1,4.9,4.9,0.0,4.9,5.1,0.51,0.903
k50_count_masked,quarter_match,31,avx2,1,5.1,5.0,0.0,5.0,6.0,0.52,0.932
k50_count_masked,quarter_match,31,multi,1,5.5,5.3,0.0,5.3,5.7,0.56,1.006
k50_count_masked,quarter_match,32,orig,1,2.3,2.3,0.0,2.3,2.4,0.23,1.000
k50_count_masked,quarter_match,32,scalar,1,3.0,3.0,0.0,3.0,3.2,0.30,1.293
k50_count_masked,quarter_match,32,chunked,1,2.7,2.7,0.0,2.7,2.8,0.27,1.170
k50_count_masked,quarter_match,32,swar,1,3.3,3.3,0.0,3.3,3.4,0.33,1.411
k50_count_masked,quarter_match,32,sse2,1,1.4,1.3,0.0,1.3,1.5,0.14,0.586
k50_count_masked,quarter_match,32,avx2,1,1.4,1.3,0.0,1.3,1.4,0.14,0.583
k50_count_masked,quarter_match,32,multi,1,1.4,1.4,0.0,1.4,2.1,0.14,0.598
k50_count_masked,quarter_match,33,orig,1,2.5,2.4,0.0,2.4,2.7,0.24,1.000
k50_count_masked,quarter_match,33,scalar,1,3.1,3.1,0.0,3.1,3.3,0.30,1.274
k50_count_masked,quarter_match,33,chunked,1,2.9,2.9,0.0,2.9,3.0,0.29,1.203
k50_count_masked,quarter_match,33,swar,1,3.3,3.3,0.0,3.3,3.5,0.32,1.366
k50_count_masked,quarter_match,33,sse2,1,1.6,1.5,0.0,1.5,1.7,0.15,0.645
k50_count_masked,quarter_match,33,avx2,1,1.6,1.6,0.0,1.6,1.7,0.15,0.645
k50_count_masked,quarter_match,33,multi,1,1.6,1.6,0.0,1.6,1.7,0.15,0.644
k50_count_masked,quarter_match,63,orig,1,7.5,7.4,0.1,7.4,8.0,0.38,1.000
k50_count_masked,quarter_match,63,scalar,1,8.0,8.0,0.0,8.0,8.2,0.41,1.071
k50_count_masked,quarter_match,63,chunked,1,7.3,7.2,0.0,7.2,7.5,0.37,0.975
k50_count_masked,quarter_match,63,swar,1,6.2,6.2,0.0,6.2,6.3,0.31,0.828
k50_count_masked,quarter_match,63,sse2,1,5.5,5.5,0.0,5.5,5.7,0.28,0.737
k50_count_masked,quarter_match,63,avx2,1,5.3,5.3,0.0,5.3,5.5,0.27,0.713
k50_count_masked,quarter_match,63,multi,1,5.4,5.4,0.0,5.4,5.5,0.27,0.721
k50_count_masked,quarter_match,64,orig,1,4.4,4.4,0.0,4.4,4.6,0.22,1.000
k50_count_masked,quarter_match,64,scalar,1,5.3,5.3,0.0,5.3,5.6,0.27,1.206
k50_count_masked,quarter_match,64,chunked,1,4.2,4.1,0.0,4.1,4.4,0.21,0.940
k50_count_masked,quarter_match,64,swar,1,5.5,5.4,0.0,5.4,5.6,0.27,1.230
k50_count_masked,quarter_match,64,sse2,1,2.0,1.9,0.0,1.9,2.1,0.10,0.447
k50_count_masked,quarter_match,64,avx2,1,1.6,1.5,0.0,1.5,1.7,0.08,0.363
k50_count_masked,quarter_match,64,multi,1,1.6,1.6,0.0,1.6,1.8,0.08,0.364
k50_count_masked,quarter_match,65,orig,1,4.5,4.4,0.0,4.4,4.6,0.22,1.000
k50_count_masked,quarter_match,65,scalar,1,5.3,5.3,0.0,5.3,5.4,0.26,1.184
k50_count_masked,quarter_match,65,chunked,1,4.2,4.1,0.1,4.1,5.0,0.21,0.940
k50_count_masked,quarter_match,65,swar,1,6.1,6.0,0.1,6.0,6.4,0.30,1.358
k50_count_masked,quarter_match,65,sse2,1,2.1,2.0,0.0,2.0,2.2,0.10,0.457
k50_count_masked,quarter_match,65,avx2,1,1.8,1.7,0.0,1.7,1.9,0.09,0.402
k50_count_masked,quarter_match,65,multi,1,1.8,1.8,0.0,1.8,1.9,0.09,0.402
k50_count_masked,quarter_match,256,orig,1,17.0,16.9,0.0,16.9,17.2,0.21,1.000
k50_count_masked,quarter_match,256,scalar,1,18.4,18.3,0.0,18.3,18.5,0.23,1.083
k50_count_masked,quarter_match,256,chunked,1,14.9,14.8,0.0,14.8,15.3,0.19,0.880
k50_count_masked,quarter_match,256,swar,1,26.2,26.0,0.1,26.0,27.8,0.33,1.539
k50_count_masked,quarter_match,256,sse2,1,5.7,5.6,0.0,5.6,6.4,0.07,0.333
k50_count_masked,quarter_match,256,avx2,1,3.2,3.1,0.0,3.1,3.4,0.04,0.187
k50_count_masked,quarter_match,256,multi,1,3.2,3.1,0.0,3.1,3.3,0.04,0.185
k50_count_masked,quarter_match,4096,orig,1,271.9,271.6,0.3,271.6,273.6,0.21,1.000
k50_count_masked,quarter_match,4096,scalar,1,270.5,270.2,0.1,270.2,271.2,0.21,0.995
k50_count_masked,quarter_match,4096,chunked,1,230.6,230.2,0.2,230.2,231.8,0.18,0.848
k50_count_masked,quarter_match,4096,swar,1,737.2,735.0,2.2,735.0,741.3,0.58,2.712
k50_count_masked,quarter_match,4096,sse2,1,70.9,70.3,0.4,70.3,72.0,0.06,0.261
k50_count_masked,quarter_match,4096,avx2,1,51.9,51.7,0.2,51.7,52.2,0.04,0.191
k50_count_masked,quarter_match,4096,multi,1,39.3,39.1,0.2,39.1,40.6,0.03,0.145
k50_count_masked,quarter_match,65536,orig,1,4339.5,4317.7,8.4,4317.7,4381.7,0.21,1.000
k50_count_masked,quarter_match,65536,scalar,1,4337.3,4311.0,7.7,4311.0,4374.9,0.21,1.000
k50_count_masked,quarter_match,65536,chunked,1,3676.7,3656.2,20.5,3656.2,4153.4,0.18,0.847
k50_count_masked,quarter_match,65536,swar,1,18963.1,18719.0,95.7,18719.0,19198.0,0.93,4.370
k50_count_masked,quarter_match,65536,sse2,1,1130.6,1127.8,1.0,1127.8,1134.4,0.06,0.261
k50_count_masked,quarter_match,65536,avx2,1,770.0,765.7,2.7,765.7,797.4,0.04,0.177
k50_count_masked,quarter_match,65536,multi,1,668.6,663.4,2.7,663.4,674.2,0.03,0.154
k50_count_masked,half_match,16,orig,1,2.2,2.2,0.0,2.2,2.3,0.43,1.000
k50_count_masked,half_match,16,scalar,1,3.0,2.9,0.0,2.9,3.2,0.60,1.376
k50_count_masked,half_match,16,chunked,1,4.9,4.9,0.0,4.9,5.1,0.99,2.279
k50_count_masked,half_match,16,swar,1,5.3,5.3,0.0,5.3,5.4,1.06,2.453
k50_count_masked,half_match,16,sse2,1,1.3,1.2,0.0,1.2,1.4,0.26,0.589
k50_count_masked,half_match,16,avx2,1,1.4,1.3,0.0,1.3,1.9,0.28,0.641
k50_count_masked,half_match,16,multi,1,3.0,2.9,0.0,2.9,3.1,0.60,1.387
k50_count_masked,half_match,17,orig,1,2.2,2.2,0.0,2.2,2.3,0.41,1.000
k50_count_masked,half_match,17,scalar,1,2.9,2.9,0.0,2.9,3.0,0.54,1.326
k50_count_masked,half_match,17,chunked,1,5.3,5.2,0.0,5.2,5.4,0.99,2.420
k50_count_masked,half_match,17,swar,1,5.5,5.5,0.0,5.5,5.8,1.04,2.545
k50_count_masked,half_match,17,sse2,1,1.3,1.3,0.0,1.3,1.4,0.25,0.600
k50_count_masked,half_match,17,avx2,1,1.5,1.5,0.0,1.5,2.4,0.29,0.711
k50_count_masked,half_match,17,multi,1,2.9,2.9,0.0,2.9,3.4,0.55,1.339
k50_count_masked,half_match,31,orig,1,5.5,5.3,0.1,5.3,5.7,0.56,1.000
k50_count_masked,half_match,31,scalar,1,5.8,5.7,0.1,5.7,6.0,0.60,1.059
k50_count_masked,half_match,31,chunked,1,5.9,5.8,0.1,5.8,6.3,0.61,1.086
k50_count_masked,half_match,31,swar,1,9.2,9.0,0.1,9.0,10.0,0.95,1.683
k50_count_masked,half_match,31,sse2,1,4.9,4.9,0.0,4.9,5.1,0.51,0.895
k50_count_masked,half_match,31,avx2,1,5.1,5.0,0.1,5.0,5.4,0.52,0.928
k50_count_masked,half_match,31,multi,1,5.5,5.4,0.0,5.4,5.6,0.57,1.003
k50_count_masked,half_match,32,orig,1,2.3,2.3,0.0,2.3,2.4,0.23,1.000
k50_count_masked,half_match,32,scalar,1,3.0,3.0,0.0,3.0,3.9,0.30,1.297
k50_count_masked,half_match,32,chunked,1,2.8,2.7,0.1,2.7,2.9,0.28,1.183
k50_count_masked,half_match,32,swar,1,9.6,9.4,0.2,9.4,10.0,0.96,4.119
k50_count_masked,half_match,32,sse2,1,1.4,1.3,0.0,1.3,1.6,0.14,0.599
k50_count_masked,half_match,32,avx2,1,1.4,1.3,0.0,1.3,1.5,0.14,0.594
k50_count_masked,half_match,32,multi,1,1.4,1.4,0.0,1.4,1.5,0.14,0.600
k50_count_masked,half_match,33,orig,1,2.4,2.4,0.0,2.4,2.6,0.23,1.000
k50_count_masked,half_match,33,scalar,1,3.1,3.1,0.0,3.1,3.2,0.30,1.279
k50_count_masked,half_match,33,chunked,1,3.0,2.9,0.0,2.9,3.7,0.29,1.243
k50_count_masked,half_match,33,swar,1,10.0,9.7,0.2,9.7,10.5,0.97,4.148
k50_count_masked,half_match,33,sse2,1,1.6,1.5,0.0,1.5,1.9,0.15,0.659
k50_count_masked,half_match,33,avx2,1,1.6,1.6,0.0,1.6,1.7,0.16,0.667
k50_count_masked,half_match,33,multi,1,1.6,1.5,0.0,1.5,1.7,0.16,0.670
k50_count_masked,half_match,63,orig,1,7.4,7.3,0.1,7.3,7.7,0.38,1.000
k50_count_masked,half_match,63,scalar,1,8.1,8.0,0.1,8.0,8.3,0.41,1.088
k50_count_masked,half_match,63,chunked,1,7.3,7.2,0.0,7.2,7.4,0.37,0.986
k50_count_masked,half_match,63,swar,1,17.6,17.5,0.0,17.5,18.4,0.90,2.382
k50_count_masked,half_match,63,sse2,1,5.5,5.5,0.0,5.5,5.6,0.28,0.742
k50_count_masked,half_match,63,avx2,1,5.3,5.3,0.0,5.3,5.4,0.27,0.714
